gatherings	original_extent	final_pagecount	Count
2fo	[4], 248, [12] p.	264	   1
1to	1+ sheets (versos blank)	2	   1
4to	[2], 6 [i.e. 10] p.	12	   1
12mo	[16], 419, [47] p.	482	   1
4to	[2], 2, 9-15, [1] p.	18	   1
2fo	[100] p.	100	   1
2fo	[118] p.	118	   1
2fo	68, 68-70, 70-71; [19] leaves	109	   1
2fo	[12], 931, 912-1349 [i.e. 1347], [33] p.	1392	   1
8vo	[23], LXXI, LXXI-CXXX, [20] p.	173	   1
4to	[2], 20 [i.e. 209], [7] p.	218	   1
8vo	[1], 21+ p.	22	   1
4to	[2], 3, [1]; [88] p.	94	   1
12mo	46, [2] p.	48	   1
4to	[2+] leaves	4	   1
4to	[360] p.	360	   1
2fo	[264] p.	264	   1
2fo	2 Sheets (versos blank)	4	   1
16mo	[8], 193, 195-197, [3] leaves	211	   1
4to	[4], 370, [6], 371-398, [12]; [12], 296, 443-445, [9] p.	886	   1
4to	[2], 47 p.	49	   1
4to	[8], 64, 67-227, [37], 174, [8] p.	280	   1
4to	[14], 124, [4] p.	142	   1
4to	[6], 103, [1] p.	110	   1
NA	[21], 1237 [i.e. 1281], [85] p.	1387	   1
4to	[16], 271, [16], 267, [13], 160, [8], 161-306, 491-494 p., 38 leaves	623	   1
4to	[11] p.	11	   1
NA	[2], 24 p.	26	   1
8vo	48 leaves	96	   1
NA	[8], 65, [1] p.	74	   1
4to	[16], 32 p.	48	   1
8vo	[58] p.	58	   1
NA	21, [1] p.	22	   1
8vo	[84] p.	84	   1
NA	[20], 547+ p.	567	   1
NA	[4], 75 p.	79	   1
8vo	[215] p.	215	   1
NA	[31] p.	31	   1
2fo	4 sheets (printed on rectos only)	8	   1
NA	[4], 26 p.	30	   1
NA	[16], 534, 527-652, 655-770, 773-939, [29] p.	984	   1
NA	[55] p.	55	   1
NA	[2], 3 p.	5	   1
2fo	23 p.	23	   1
NA	[3+] p.	3	   1
4to	[6], 49 p.	55	   1
NA	[32] p.	32	   1
NA	xxix [i.e. 58], [2] p.	60	   1
8vo	[16], ccclxxxi [i.e. 762], [20] p.	798	   1
NA	[12], cccxi [i.e. 622], [136] p.	770	   1
4to	[2], 33, [21], 17 p.	56	   1
4to	[2], 11 p.	13	   1
NA	[1+] p.	1	   1
2fo	[20], 138, 120, 104, [6], 105-148, 224, [19] p.	269	   1
8vo	[12], 162, [2] p.	176	   1
4to	[2], 148 p.	150	   1
4to	[8], 50 p.	58	   1
4to	8, 7-20 p.	20	   1
2fo	2 v. ([8], 126, [1] leaves, 289, [9], 22, [2], 518, [30], p., 28 leaves, 115, [9] p.; [4], 291-659, 700-981, 990-1593, [1], 1593-1876, [34] p.)	2549	   1
8vo	[10], 71 [i.e 142], [6] p.	158	   1
2fo	1 sheet ([1] p.).;Includes letter to bishop of Norwich from archbishop of Canterbury, and letter of bishop of Norwich.	2	   1
NA	391, [12] p., [17] leaves of plates (some folded)	437	   1
NA	[2], 54 p.	56	   1
NA	1 sheet ([1] p.).;For restricting access to the Court by members of Drakes fleet, because of the plague.	2	   1
NA	5 leaves.	10	   1
2fo	5 leaves (versos blank)	10	   1
2fo	[4] sheets (versos blank)	8	   1
NA	1 sheet ([1] p.).;Announcing the purpose and members of the commission, with its London address.	2	   1
2fo	1 sheet (1 p.).	2	   1
2fo	7 leaves.	14	   1
NA	[22] p.	22	   1
NA	3+ leaves.	6	   1
8vo	[124] p.	124	   1
1to	1 leaf ([1] p.)	2	   1
NA	[2], 11 p., 1 leaf of plates	15	   1
NA	47 p.	47	   1
8vo	303, 302-350, [24] p.	374	   1
NA	[2], 13 p.	15	   1
NA	[11] p.	11	   1
NA	[2], 21, [11] p.	34	   1
NA	79, [1] p.	80	   1
NA	8+ p.	8	   1
NA	[6+] p.	6	   1
NA	[14] p.	14	   1
2fo	LIII leaves	106	   1
2fo	[16], 208, 207-290, 293-822, 233, [58] p., [55] leaves of plates	1006	   1
4to	[34], 384 [i.e. 376], [103] p.	513	   1
4to	[6], 217 [i.e. 215] p.	221	   1
2fo	[8], 127, [21], 138, [2], 222, [2] p.	255	   1
4to	[2], 9, [3] p.	14	   1
2fo	[12], 155-402, 395-799, [1] p., 800-828 leaves, 829-923, [47] p. : ill. (woodcuts), ports.	936	   1
4to	[2], 2+ p.	4	   1
2fo	17 sheets	34	   1
4to	[4], 51, 51-71, 62-74, [1] l.	78	   1
2fo	[2+] p.	2	   1
2fo	[22], 1042 p., 1043-1086 leaves, 1087-1237, [85] p., plate	1346	   1
2fo	[7], 101, [1] leaves	110	   1
2fo	xxxiiii [i.e. lxviii], i [i.e. ii] p.	68	   1
2fo	xxviii [i.e. lvi] p.	56	   1
2fo	xxvii [i.e. liv] p.	54	   1
2fo	[2], 316, [2] p.	320	   1
2fo	[20] p.	20	   1
NA	[2], 5, [1], 9, [94] p.	106	   1
NA	[2], 6, [64]+ p.	72	   1
NA	[6] + p.	6	   1
16mo	[24] p., 100 leaves [i.e. 200], [4] p.	228	   1
8vo	[30] p., [1] leaf of plates	32	   1
NA	1 folded sheet ([4] p.)	43	   1
8vo	[18], 159, [7] p.	184	   1
4to	[16], 92 p.	108	   1
4to	188, [3] p.	191	   1
NA	[96] p.	96	   1
2fo	[10], 812 [i.e. 816], [28] p.	854	   1
NA	[32]+ p.	32	   1
NA	[57] p.	57	   1
2fo	[57] p.	57	   1
2fo	[36] p.	36	   1
NA	[2], 18 p.	20	   1
1to	1+ sheet ([1]+ p.)	2	   1
NA	[112] p.	112	   1
2fo	[20], 539, 538-1209, [1], 335, [17] p.	1247	   1
NA	[1]+ p.	1	   1
8vo	[136], 12 p., [1] folded plate	150	   1
NA	[48] p.	48	   1
NA	[45] p.	45	   1
NA	[12], 99, [1] p.	112	   1
8vo	[76] p.	76	   1
NA	45 [i.e. 91] p.	91	   1
NA	[62] p.	62	   1
NA	[6], 96, 60, 76 p.	102	   1
8vo	[4], 32, [1] p.	37	   1
4to	[28], 136, 152, 125 p.	180	   1
NA	[84] p.	84	   1
2fo	[44], 638 [i.e. 636] p.	680	   1
8vo	[30] p.	30	   1
2fo	[28] leaves	56	   1
2fo	73, [1] leaves	75	   1
2fo	fol. xxxiii-xxxv	35	   1
2fo	[27] p.	27	   1
NA	[27] p.	27	   1
2fo	[96] p.	96	   1
4to	[3], 27 p.	30	   1
NA	[206]+ p. ;c8⁰.	206	   1
NA	[108] p.	108	   1
4to	[24+] p.	24	   1
4to	[3] p.	3	   1
16mo	[30], 459, [31] p.	520	   1
16mo	ca. 298 p.	298	   1
4to	[38], 160, 169-383, [6], 386-387, 390-435, [4], 438-495, [5], 154, [4], 499-660, [29], 674-715, [1] p.	802	   1
4to	[10], 60 p.	70	   1
8vo	[7], 66, [2] leaves	77	   1
8vo	[1], 15, 17-39, 42-57, fol. 62, 67-90, 92-129 [i.e. 234], [6] leaves	247	   1
2fo	[16], 297, p. 290, p. 287, p. 299, 303-822, 122, 111-120, 133-233, [59] p., [62] leaves of plates (most folded)	1021	   1
NA	[14], 294 p.	308	   1
4to	[4], 354 [i.e. 370], [6], 371-398, [24], 296, 443-445, [9] p.	488	   1
4to	83, [1] p.	84	   1
NA	[2, 9-18 p.	12	   1
2fo	[4], 248 p.	252	   1
NA	[28] p.	28	   1
4to	[12], 244 p., [4] plates	264	   1
2fo	[3] leaves	6	   1
4to	[16], 188 p.	204	   1
2fo	[10], 554, [4], 522 [i.e. 555]-811, [29] p.	854	   1
4to	[1] + p.	1	   1
4to	[4], 119, [1] p.	124	   1
2fo	[22], 52 [i.e. 46], [2] p.	70	   1
2fo	[36], 236, 239-586, [18] p.	640	   1
1to	[1] sheet ([1] p.)	2	   1
2fo	28 leaves	56	   1
4to	[2], 12 [i.e. 21], [1] p.	24	   1
4to	[2], 21, [17] p.	40	   1
4to	[2], 11, [2], 6 p.	15	   1
4to	[2], 14 [i.e. 22] p.	24	   1
4to	[4], 4, [3], 6-7, [3] p.	17	   1
16mo	Ff. [8], 1-209, 209-213, 213-219	454	   1
4to	[4], 478, [2] p.	484	   1
8vo	[24], 504; 61, [3] p.	592	   1
4to	31, 40-44 p.	44	   1
8vo	[3], 76, [1] p.	80	   1
4to	[2], 2, 9-15, [1] p., plate	20	   1
4to	[104] p.	104	   1
2fo	[27] leaves	54	   1
4to	[6], 39, [7], 40-47, [1], 56-65, 65-68, 77-78, 78-105, 107-183, [1] leaves	199	   1
4to	[8], 149, [1] p., [1] leaf of plates	160	   1
2fo	[4], xxxij, [2], xxxiij-lxxxij, [2], lxxxiii-C.lxxviij, C.lxxxi-C.lxxxviij, [4], C.lxxxix-C.xciij, Cxcv-CClx [i.e. 250], [4], xxiiij, [2], xxv-lix, [2], lxi, [4], CC.lxiij, [13] leaves	189	   1
2fo	[6], 152 p., [15] plates (9 folded)	188	   1
2fo	4, [1] leaves (versos blank)	6	   1
8vo	[36], 200, [4] leaves	244	   1
8vo	12, [4], 63, 44-155, 172-196 p.	200	   1
4to	[16], 664; 180 p.	860	   1
4to	[2], 103, [1]; [44] p.	150	   1
8vo	[4], 232, [4] leaves	244	   1
4to	[178] p.	178	   1
4to	[18], 56, 51-74, 85-92 p.	110	   1
16mo	[524+] p.	524	   1
8vo	[2], 23, [5] p.	30	   1
2fo	[1], xiiii, xii, [1]; xiii, [1]; ix, xi, xv, [1] leaves	47	   1
2fo	[6], C.lxiii, [23] leaves	52	   1
12mo	[24], 194, 193-336 p.	360	   1
2fo	[14], 16 p.	30	   1
4to	[2], 18 [i.e. 19], [1] p.	22	   1
4to	[12], 130, 129-500 [i.e. 410], [18] p., folded plate	442	   1
8vo	[208] p.	208	   1
8vo	[8], 186, [4] p.	198	   1
2fo	3 v. (vol. 1: [10], 250; [4], 202, [2] p.; vol. 2: 61, [13], 183, [1]; 421, 424-430, 436-438, 431-433, 439-445, 450-464, [56] p.; vol. 3: [8], 1080, 1080-1327, [2], 1332-1371, 1371-1421, 1490-1491, 1536-1555, 1574-1592, [62] p.)	2831	   1
2fo	[16], 822, 233, [61] p., 55, [2] folded plates	903	   1
2fo	[20] p., XX columns, XXI-CCCXCV, [4], CCCXCVIII-CCCCLXXXIII [i.e. 484], [16] p.	502	   1
8vo	[216] p.	216	   1
8vo	[8], cclxxviii, [1] leaves	288	   1
4to	[1], 58, [1] leaves	61	   1
2fo	[20] p., [7] plates	34	   1
2fo	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1], 225-253, [1], 254-266, [1] p.	284	   1
2fo	[12], 155-402, 395-799, [1] p., 800-828 leaves, 829-921, [49] p.	983	   1
2fo	[20], 1058 p., 1059-1096, 1096-1101 leaves, 1107-1258, [84] p.	1362	   1
4to	[16], 22, [2], 401, [15] p.	434	   1
4to	[2], 29, [5] p.	36	   1
4to	[28], 44 p.	72	   1
2fo	[2], 520, [30] leaves	582	   1
4to	[16], 516, [12] p., [3] folded plates	548	   1
4to	[8], 39, [1]; [4], 110, [2] p., folded plate	166	   1
4to	[8], 40 p., folded plate	50	   1
12mo	[24], 133, [11] p.	168	   1
2fo	32, [2] p., [10] folded plates	54	   1
1to	1 sheet ([1]) p.)	2	   1
2fo	[28], 637, [25] p.	690	   1
8vo	[32], 69, [11], 72 p., folded plate	117	   1
8vo	[8], C.lxxxviij leaves	8	   1
4to	[200] p.	200	   1
2fo	[82] p.	82	   1
2fo	xli, [1] leaves	43	   1
8vo	[3], 21 p.	24	   1
2fo	[4], 199, [1] p., [6] plates (4 folded)	216	   1
2fo	LXVII [i.e. LXXII] leaves	144	   1
2fo	XXV [i.e. XXIX], [1] leaves	31	   1
2fo	[188+] leaves	376	   1
2fo	[416+] p.	416	   1
2fo	[342+] p.	342	   1
2fo	[8], 454, 465-579, [3], 500, [44] p.	634	   1
2fo	[12], 24, 35-310, 72, 75-216, 213-286, 289-292, [4] p.	326	   1
2fo	[12], 253, [3] p.	268	   1
2fo	[12], 356, [28] p.	396	   1
2fo	[4], 135, [1] p.	140	   1
4to	[10], 70 [i.e. 60] p.	70	   1
2fo	[12], 192, [8]; [2], 1369, [43] p.	1626	   1
4to	[296] p.	296	   1
8vo	[30], 20, [2], 25-33, 32-63, [1] p.	96	   1
8vo	[48], 20, [2], 25-34, [2], 35-63, [1] p.	116	   1
8vo	[40], 69, [11], 72 p., [1] folded leaf of plates	123	   1
4to	325, [3] p.	328	   1
4to	[62] p.	62	   1
2fo	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. CC.l], [1], lix, [1], lxi, [1], CC.lxiij, [1] leaves	70	   1
8vo	86 p.	86	   1
4to	[2], 22, 19-41, [1] p.	44	   1
4to	[2], 70, [2], 14 p.	74	   1
4to	[4], 54, [2] p.	60	   1
4to	[8], 41, [3] p.	52	   1
4to	[4], 27 [i.e. 41], [3] p.	48	   1
4to	[2], 49, [1], 23, [1] p.	53	   1
2fo	[10], 821, [9] p.	840	   1
2fo	[10], 459, 500-786, 789-943, [13] p.	966	   1
8vo	XIIII [i.e. XVI] leaves	32	   1
4to	[6], 103, [1]; [44] p.	154	   1
4to	[8], 61, [1] p.	70	   1
8vo	[16], 214, [26] p.	256	   1
4to	[6+] p.	6	   1
2fo	[104] p.	104	   1
2fo	[4] p	4	   1
2fo	[12], 155-402, 395-799, [1] p., 800-829 leaves, 831-923, [47] p.	983	   1
2fo	[56] p.	56	   1
4to	[8], 83, [5] p., plate	98	   1
4to	[12], 133, [3] p.	148	   1
4to	[8], 45 [i.e. 95], [1] p.	104	   1
2fo	[4], xxxij, [2]; l, [2]; Cii, C.i-C.ii, [4]; Lxi, [5]; xxiiij; [1], xxxv, [2]; lxj, [5]; C.C.lxiij, [13] leaves	416	   1
8vo	[16], 176 p.	192	   1
4to	[8], 65, [1] p.	74	   1
4to	[4], 6, [2] p.	12	   1
4to	[7], 37 p.	44	   1
4to	[2], 178, [2] p.	182	   1
2fo	[1], 6, 5 leaves	17	   1
16mo	183, [9] p.	192	   1
4to	[8], 24, 27-218 p.	226	   1
4to	[6], 61, [1] p.	68	   1
8vo	[12], 172, [10] leaves	204	   1
4to	[12], 337-416 p.	92	   1
4to	[16], 399, [1] p.	416	   1
4to	[16], 398, [2] p.	416	   1
4to	[6], 208, [8] p., folded plate	224	   1
4to	[8], 100, [4], 101-167, [9] p., folded plate	190	   1
4to	[2], 7, [1]; 34 p.	44	   1
4to	[8], 104, [4] p.	116	   1
4to	[8], 81, [3] p.	92	   1
4to	[8], 140, [4] p.	152	   1
12mo	[8], 238, [18] p.	264	   1
4to	[6], 22 p.	28	   1
8vo	[8], 435 [i.e. 437], [1] p.	446	   1
4to	[1], 53, [1] leaves	56	   1
4to	[6], 6, [4] p.	16	   1
8vo	[88]+ p.	88	   1
4to	[12]+ p.	12	   1
4to	16 leaves	32	   1
4to	[10], 127, [1] p.	138	   1
8vo	[2], 19, [1] p.	22	   1
8vo	212, [12] p.	224	   1
8vo	[8], c.lii, [16] leaves	192	   1
8vo	[8], C.l., leaf C.xxxv, [9] leaves	26	   1
8vo	[8], C.liii [i.e. C.lvi], [12] leaves	32	   1
2fo	[92] p.	92	   1
2fo	XV leaves	30	   1
4to	[12], 122, 121-168, [2] p.	182	   1
4to	[20], 972, [4], 973-1196, [2] p.	1222	   1
4to	21 [i.e. 22], [2] p.	24	   1
12mo	[16], 430, [2] p.	448	   1
4to	[124] p.	124	   1
4to	[8], 133, [11] p.	152	   1
8vo	[2], 86 p.	88	   1
4to	[4], 167, 176-243, [1] p.	248	   1
2fo	[10], 54 p.	64	   1
4to	CXXXV, [1] p.	136	   1
4to	[4], 23, [5] p.	32	   1
8vo	31, [17] p.	48	   1
8vo	[8], 162, [2] p.	172	   1
4to	[8], 384, [72] p.	464	   1
2fo	[8], 146, [14] p.	168	   1
4to	[4], 82 leaves	168	   1
4to	[4], 49, 30-31, [1] p.	54	   1
4to	[2], 419-464 p.	48	   1
4to	[2], 21,[1] p.	24	   1
2fo	[8], 56, 37-1132, 1129-1588, [16] p.	1612	   1
4to	[18], 144 p.	162	   1
4to	[2], 12, 15-23, [1] p.	26	   1
8vo	[260] p.	260	   1
4to	[8], 72, [4], 73-107, 107-155, 157-216 leaves	228	   1
4to	[8], 72, [4], 73-155, 157-216 leaves	228	   1
4to	[16], 128, 131-136, [2] p.	154	   1
8vo	[342] p.	342	   1
8vo	[4], 51, [1] leaves	57	   1
8vo	127, [1] p.	128	   1
4to	[8], 64, 67-227, [37], 174, [8] p., [1] folded leaf of plates	280	   1
2fo	[1⁺] leaves	2	   1
2fo	[4], 39, 38-146, 141-199, [5] p.	208	   1
2fo	3 leaves	6	   1
2fo	[12], 382, 385-418, 417-458, [10] p.	480	   1
4to	[12], 20, [4], 21-980, [4] p.	1000	   1
4to	[8], 579, [5] p.	592	   1
2fo	2v. ([20], 336, [2]; [14], 269, 271-371, 370-490, [1] p.)	863	   1
4to	[24], 1264, 1263-1293, 1290-1310, 1401-1432, 1413-1416, 1414-1439, 1311-1318 p.	1463	   1
4to	[24], 1305, [3] p.	1332	   1
8vo	[10], 413, [11] leaves	445	   1
16mo	[32], 460, [36] p.	528	   1
8vo	[16], 464, 467-486, 489-568, [44] p.	628	   1
8vo	[12], 159, 162-242, 241-247, [13] leaves	285	   1
8vo	[16], 510, [26] p.	552	   1
8vo	[16], 616, [40] p.	672	   1
4to	[4], 5-21, [1] p.	22	   1
4to	[2], 5, [3], 5, [1] p.	11	   1
4to	[4], 28, [18], 129, 110-111, [1] p.	152	   1
4to	[11], 4-36 p.	44	   1
16mo	[12], c, [4] leaves	120	   1
2fo	Cvi, Cvi-Clxxix, Clxxix-CC.xxiii, [1] leaves	181	   1
12mo	[12], 246, [2] p.	260	   1
4to	[10], 107, [1] leaves	119	   1
2fo	[8], 271, [1] p.	280	   1
2fo	[6], 12, 227, [3] p.	236	   1
2fo	[16], 534, 527-652, 655-770, 773-939, [29] p.	984	   1
2fo	[20], 430, 432-576, 578-815, [1], 816-957, [4], 961-968, 967-988, [30] p.	1043	   1
2fo	[6], 17, [1], 267, [1], 80, [4] p.	279	   1
4to	[32], 879, 890-1155, 1158-1223, [1] p.	1256	   1
4to	[10], 45 [i.e. 95], [1] p.	106	   1
2fo	[20], 537, 540-819, 819-891, 891-897, p. 890, 900-901, 991-1014, 1003-1050, [2], 1057-1062, [4], 1063-1087, [31] p.	1144	   1
2fo	[24], 303, [17] p.	344	   1
4to	[8], 35, [1], 1410 [i.e. 150], [30] p., folded plate	191	   1
4to	[16], 271, [9]; [16], 267, [5], 296, 299-306, [1], 307-494 [i.e. 309] p., 38 leaves	703	   1
2fo	[24], 239, 238-1054, 1045-1154, 1154-1161, p. 1163, 1162-1306, 1337-1340, 1401-1419, [29] p.	1472	   1
12mo	[24], 567, [1] p., [2] folded plates	596	   1
2fo	[24], 209, [5], 1052, [26] p.	1107	   1
4to	[6], XXII, [12], 491, [5] p.	536	   1
2fo	[40], 847, [1] p.	888	   1
2fo	[28], 304, [16] p.	348	   1
4to	[20], 56, 51-74, 85-92 p.	112	   1
4to	[12], 187 p.	199	   1
8vo	75 [i.e. 91], [1] p.	92	   1
2fo	[4], 51, [1] p.	56	   1
4to	72; 102 p.	174	   1
2fo	[4], 430, [2] p.	436	   1
4to	[8], 225, [15] p.	248	   1
2fo	[404] p.	404	   1
4to	[20], 435, [1] p.	456	   1
4to	[2], 76, [2] p.	80	   1
8vo	66, [14] p.	80	   1
8vo	26 [i.e. 30] leaves	60	   1
2fo	[28], 60, [6], 8, 7-110, [2] p.	146	   1
4to	[194] p.	194	   1
12mo	[6], 112, [2] leaves	122	   1
4to	[40], 160, 169-383, [6], 386-435, [4], 438-660, [29], 674-715, [1] p.	795	   1
4to	[8], 18 p., plate	28	   1
8vo	[48], 112, 103-166, 161-294, [9], 300-312, [4] p.	373	   1
8vo	45 [i.e. 47] leaves	94	   1
4to	[36], 136, [4] p.	176	   1
12mo	56 leaves	112	   1
4to	[2], 9, [3] leaves	17	   1
2fo	[4], 18, 67, 37 [i.e. 36], [1], 14, 13, [1], 50, 23, [1], 11, [1], 74; 26, [2]; 11, [1], 68, 29, [1], 64 p.	180	   1
4to	[4], 12, [16] p.	32	   1
8vo	[2], 26 p.	28	   1
2fo	[6], ccccxliiii, ccccxlix-cccclxx, [18] leaves	512	   1
4to	16, [4] p.	20	   1
4to	[6], 580 leaves	1166	   1
8vo	56, 56-61, [2] p.	63	   1
12mo	[12], 274, [2] p.	288	   1
8vo	[254] p.	254	   1
8vo	[232] p.	232	   1
8vo	[224] p.	224	   1
2fo	[12], 931, 912-1349, [33] p.	1394	   1
12mo	[28], 192, [32] p.	252	   1
2fo	[50], 1009, [125], 310, [14] p.	1198	   1
8vo	[7], 17, [4], 25-96, [6] leaves	119	   1
4to	35, 34-99, [1] p.	100	   1
8vo	504 [i.e. 522], [16] p.	538	   1
4to	[2], 5, [1], 5-19, [1] p.	23	   1
4to	[36], 160, [32] p.	228	   1
2fo	[39], 486, [15] leaves	555	   1
2fo	[20], 661, [3] p.	684	   1
4to	19 [i.e. 21], [1] p.	22	   1
8vo	[14], 284, [6] p.	304	   1
4to	[10], 123, [1] p.	134	   1
8vo	[4], 127, [5] p.	136	   1
16mo	[32], 446 [i.e. 440], [32] p.	504	   1
8vo	[12], 281 [i.e. 282], [12] leaves	318	   1
8vo	[8], 130, [1] leaves	140	   1
4to	[10], 74 p.	84	   1
4to	[12], 60 p.	72	   1
4to	[12], 99, [1] p.	112	   1
8vo	[280] p.	280	   1
8vo	[74] p.	74	   1
4to	[10], 78, 90-92, [1], 79-82, [2]; 56, 67-85, [1] p.	191	   1
4to	[16], 28, 37-160 p.	176	   1
NA	[24] p.	24	   1
4to	[2], 3, [1] p.	6	   1
8vo	[14], 144, [10] p.	168	   1
8vo	[10]+ p.	10	   1
4to	[8], 389, [19] p.	416	   1
2fo	[8], 165, 170-392, [4] p.	404	   1
2fo	[2], 339, [1], 227, [1] p.	343	   1
8vo	[14], 83, [1] p.	98	   1
8vo	[2], 30, 29-36, 35-66 p.	68	   1
2fo	[12], 71, [1], 72-122, [1], 123-195, [1], 196-224, [1] p.	240	   1
2fo	[16], 232 [i.e. 236], 212, 113-131, [13] p.	265	   1
2fo	[4], 432, [76] p.	512	   1
4to	[2], 66, 23, [1] p.	69	   1
8vo	[308] p.	308	   1
8vo	[100] p., [12] plates	124	   1
2fo	[12], 804, 809-1351, 1354-1403, [43] p.	1458	   1
8vo	[16], 570, [56] p.	642	   1
2fo	[8], 199, [1], 138 p., [6] leaves of plates	220	   1
2fo	[12], 222, [2] p.	236	   1
4to	[16], 36, [2], 21, [1], 34, [4] p.	59	   1
4to	[2], 59, [3] p.	64	   1
4to	[12], 20 [i.e. 209], [7] p.	228	   1
8vo	[13], 11 leaves	35	   1
4to	[13], [1] p.	14	   1
8vo	[8], cccxxiii, [5] leaves	341	   1
4to	[8], 152, 145-224, [8] p., [2] folded plates	244	   1
2fo	[4], 130 leaves	264	   1
8vo	23, [1] leaves	25	   1
8vo	[8+] p.	8	   1
2fo	[120] p.	120	   1
4to	[8], 392 p.	400	   1
4to	[12], 189, [3] p.	204	   1
2fo	[80] p.	80	   1
2fo	lxvi [i.e. lxii] leaves	124	   1
2fo	[52] p.	52	   1
2fo	xl, [4] leaves	48	   1
2fo	[84] p.	84	   1
2fo	xxxii [i.e. xxxiii] leaves	66	   1
2fo	xxxiii, [1] leaves	35	   1
2fo	24 leaves	48	   1
2fo	xxxij leaves	64	   1
2fo	[4], C.lxxviij, C.lxxxj-C.xciij, C.xcv-CC.lx [i.e. 250], lix, [1], lxi, [1], CC.lxiij, [1] leaves	319	   1
8vo	106 p.	106	   1
2fo	[12], 1500, [20], 31, [33] p.	1565	   1
2fo	[12], 1511, [49] p.	1572	   1
2fo	[12], 1396, [40] p.	1448	   1
2fo	[10], 1303, [41] p., [1] leaf of plates	1356	   1
2fo	[12], 1152, [40] p.	1204	   1
8vo	[3], 22 leaves	47	   1
4to	[6], 122 leaves	250	   1
8vo	[1], 116 leaves	233	   1
2fo	[10], 554, [5], 556-812, [28] p.	855	   1
2fo	[12], 554, [4], 522 [i.e. 555]-811, [29] p.	856	   1
8vo	[120] p.	120	   1
2fo	[12], 554, [4], 555-812, [28] p.	856	   1
8vo	[2], 145, [1] p.	148	   1
8vo	[4], 77 [i.e., 84] p.	88	   1
8vo	[12], 181, [14] leaves	221	   1
8vo	[272] p.	272	   1
4to	[8], 16, [1] leaves	26	   1
8vo	[676] p.; 30, [2] leaves	710	   1
16mo	[64] p.	64	   1
8vo	262, [2] leaves	266	   1
NA	2 sheets (versos blank) ;c1⁰.	4	   1
4to	[38], 160, 169-383, [6], 386-387, 390-435, [4], 438-660, [29], 674-715, [1] p.	793	   1
4to	[4], 49, [3] p.	56	   1
8vo	[4], 77 leaves	158	   1
2fo	[16], 96, 105-248 p., [6] plates (4 folded)	276	   1
2fo	[136] p.	136	   1
12mo	[12], 559, [9] p.	580	   1
4to	[8], 88, [4] leaves	104	   1
4to	[8], 83, [5] p., [1] folded leaf of plates	96	   1
4to	[8], 98, [6] p., [1] folded leaf of plates	112	   1
4to	[10], 59 [i.e. 67], [1] p.	78	   1
4to	[8], 59 [i.e. 67], [1] p.	76	   1
8vo	[16], 760, [8] p.	784	   1
8vo	[3], 12, [1], 13-16 leaves	20	   1
8vo	[86] p.	86	   1
8vo	clx leaves	320	   1
4to	[8], 54, [2], folded leaf	64	   1
4to	[8], 101, [3] p., 105-113 leaves	124	   1
4to	[4], 11, [1], 16, 30, [2]; 4; 39, [1] p.	81	   1
4to	[6], 139, [1], 67, [5] leaves	156	   1
2fo	[272] p.	272	   1
16mo	[32], 448, [32] p.	512	   1
4to	69, [1] p.	70	   1
8vo	39, [1] leaves	41	   1
2fo	2 pts ([6], C.lxiii, [1]; [22] leaves)	51	   1
4to	[6] leaves	12	   1
4to	[8], 200 [i.e. 222], [1] p.	231	   1
8vo	[44] p.	44	   1
4to	[4], 26, [18] p., [1] folded leaf of plates	48	   1
8vo	115, [1] p.	116	   1
4to	[16], 271, [9] p.	296	   1
4to	[6], 31, [7] p.	44	   1
4to	[4], 39, [4], 41-80 p.	88	   1
8vo	[94] p.	94	   1
4to	[2], 29 [i.e. 30] p.	32	   1
4to	[144] p.	144	   1
8vo	[10] leaves	20	   1
2fo	xxxvii leaves [8] p.	74	   1
12mo	[19], 472, [1], 53, [16] p.	508	   1
4to	[12], 72 p.	84	   1
8vo	[328] p.	328	   1
4to	188, [4] p.	192	   1
2fo	[10], C.lxviii. [i.e. C.lxvi.], [10], CC.xxxiii. [i.e. CC.xxii.] leaves	20	   1
8vo	[8], 144, 149-159, [5] p.; 103, [17] leaves	309	   1
4to	[4], 37, [1] l.	41	   1
4to	[10], 102, 113-120, 111-206 p.	216	   1
2fo	[2], xliiii, [1] p.	47	   1
4to	[4], 159, [7] leaves	177	   1
4to	[5], 64, [3] leaves	75	   1
4to	[8], 231, [1] p.	240	   1
8vo	35, [179] leaves	393	   1
4to	[1], 108 leaves	217	   1
8vo	[164] p.	164	   1
4to	[10], 144 leaves	298	   1
8vo	[104] p.	104	   1
4to	[14], 88 p.	102	   1
4to	[4], 3, [1], 4-32, [3] p.	40	   1
4to	[16], 71, 74-708, [30] p.	754	   1
8vo	[14], 229, [3] p.	246	   1
8vo	[6], 362 p.	368	   1
4to	[112] p.	112	   1
4to	[12], 405, [7] p.	424	   1
4to	[12], 405, [3] p.	420	   1
4to	[8], 46, 49-689, [5] p.	702	   1
8vo	[12], 291, [1] p., folded plate	306	   1
16mo	294, [42] p.	336	   1
8vo	[322] p.	322	   1
4to	[6], 164 leaves	334	   1
4to	[2], 108 leaves	218	   1
4to	[4], 143, [9] p.	156	   1
4to	[8], 352, [16] p.	376	   1
8vo	258, [146] p.	404	   1
4to	[4], lxiiii p.	68	   1
